split_id,propn,PERSON,NORP,FAC,ORG,GPE,LOC,PRODUCT,EVENT,WORK_OF_ART,LAW,LANGUAGE,n_noun,n_adj,n_adp,n_det,n_pron,n_verb,n_adv,n_intj,n_total,f_score
test_1755,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,1,0,0,10,75.0000
test_1672,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,1,3,1,0,24,56.2500
test_1956,0,0,0,0,0,0,0,0,0,0,0,0,7,2,3,1,0,3,2,0,23,67.3913
test_1827,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,3,0,0,1,0,20,82.5000
test_1817,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,1,2,0,15,63.3333
test_1864,1,1,0,0,1,1,0,0,0,0,0,0,7,1,5,4,3,4,0,0,36,63.8889
test_1990,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,2,2,4,3,0,30,60.0000
test_1983,1,0,1,0,0,0,0,0,0,0,0,0,11,1,3,5,1,6,2,0,42,63.0952
test_1740,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,3,0,0,1,0,19,84.2105
test_1682,0,0,0,0,0,0,0,0,0,0,0,0,7,2,5,2,5,5,1,0,38,56.5789
test_1891,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,2,2,0,18,41.6667
test_1955,1,0,0,0,0,0,0,0,0,0,0,0,5,4,2,5,2,2,0,0,27,72.2222
test_1754,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,2,1,0,0,27,72.2222
test_1706,1,0,0,1,1,0,0,0,0,0,0,0,8,1,6,4,0,3,3,0,34,69.1176
test_1885,1,0,0,0,1,0,0,0,0,0,0,0,4,0,3,3,0,1,0,0,18,75.0000
test_1747,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0,8,62.5000
test_1776,1,1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,2,1,0,19,60.5263
test_1723,1,0,0,0,0,1,0,0,0,0,0,0,5,2,3,5,0,2,0,0,29,72.4138
test_1713,1,1,0,0,0,0,1,0,0,0,0,0,4,1,4,4,1,3,1,0,29,63.7931
test_1851,0,1,0,0,0,0,0,0,0,0,0,0,5,2,3,3,0,2,1,0,20,75.0000
test_1844,1,1,0,0,0,0,0,0,0,0,0,0,5,1,3,5,0,2,0,0,23,76.0870
test_1761,1,0,0,0,0,0,0,0,0,0,0,0,4,1,2,4,1,3,1,0,21,64.2857
test_1751,1,1,0,0,0,1,0,0,1,0,0,0,7,1,4,3,1,2,1,0,33,66.6667
test_1981,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,3,2,0,21,50.0000
test_1737,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,2,1,0,14,67.8571
test_1887,1,0,0,0,0,1,0,0,0,0,0,0,3,2,2,1,2,3,0,0,18,58.3333
test_1724,1,0,0,0,0,1,0,0,0,0,0,0,4,0,5,1,1,2,2,0,20,62.5000
test_1665,1,0,0,0,0,1,0,0,1,0,0,0,5,0,4,5,1,4,0,0,28,66.0714
test_1992,0,1,1,0,0,0,0,0,0,0,0,0,7,3,3,2,0,2,1,0,21,78.5714
test_1733,1,0,0,0,0,1,0,0,0,0,0,0,8,4,5,3,2,5,1,0,39,65.3846
test_1921,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,2,0,1,2,0,25,76.0000
test_1938,0,0,0,0,0,0,0,0,0,0,0,0,8,1,3,2,0,4,0,0,22,72.7273
test_1919,1,0,0,0,0,1,1,0,0,0,0,0,4,1,4,4,1,1,1,0,23,71.7391
test_1944,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,2,1,2,1,0,21,69.0476
test_1765,1,0,0,0,1,1,0,0,0,0,0,0,4,1,3,2,1,2,0,0,22,65.9091
test_1794,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,4,1,3,2,0,25,68.0000
test_1718,0,0,0,0,0,0,0,0,0,0,0,0,8,2,3,2,2,3,0,0,24,70.8333
test_2004,1,1,0,0,0,0,0,0,0,0,0,0,5,1,1,4,0,3,0,0,19,71.0526
test_1784,1,1,0,0,1,1,0,0,0,0,0,0,2,0,3,2,2,6,2,0,35,45.7143
test_1704,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,2,1,1,0,0,24,81.2500
test_1974,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,3,0,0,15,66.6667
test_1823,1,0,0,0,1,0,0,0,0,0,0,0,7,1,4,4,1,1,0,0,25,78.0000
test_1973,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,3,1,3,5,0,41,58.5366
test_1741,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,5,0,15,40.0000
test_1778,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,2,0,0,10,75.0000
test_1845,1,0,0,0,1,1,0,0,0,0,0,0,4,0,5,3,1,4,1,0,25,62.0000
test_1685,0,0,0,0,0,0,0,0,0,0,0,0,12,2,4,5,1,0,2,0,32,81.2500
test_1790,0,0,0,0,0,0,0,0,0,0,0,0,7,2,4,1,4,3,2,0,32,57.8125
test_1809,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,3,2,4,5,0,36,54.1667
test_1964,1,1,0,0,0,0,0,0,0,0,0,0,4,3,1,4,0,4,1,0,25,64.0000
test_1993,1,0,0,0,0,0,1,0,0,0,0,0,3,1,2,3,0,2,0,0,21,66.6667
test_1852,1,1,0,0,0,0,0,0,0,0,0,0,12,5,7,1,2,5,4,0,50,64.0000
test_1873,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0,3,3,0,0,31,54.8387
test_1863,1,0,0,0,1,1,0,0,0,0,0,0,8,3,3,6,0,3,0,0,33,75.7576
test_1840,1,0,0,0,0,1,0,0,0,0,0,0,6,4,7,3,1,2,1,0,33,74.2424
test_1825,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,3,2,5,2,0,28,53.5714
test_1668,1,0,0,0,1,1,0,0,0,0,0,0,3,2,4,3,4,2,1,0,33,57.5758
test_1918,1,0,1,1,1,0,0,0,0,0,0,0,3,1,2,4,0,2,0,0,25,66.0000
test_2009,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,2,3,2,2,0,32,59.3750
test_1796,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,1,1,2,0,0,16,68.7500
test_1907,1,0,0,0,0,1,0,0,0,0,0,0,3,1,3,2,0,1,1,0,15,73.3333
test_1712,1,0,1,0,1,0,0,0,0,0,0,0,5,2,1,3,2,3,2,0,31,56.4516
test_1970,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,2,4,4,1,0,36,54.1667
test_1930,1,0,1,0,0,0,0,0,0,0,0,0,3,1,0,2,0,2,1,0,19,57.8947
test_1695,1,0,0,0,0,0,0,0,0,0,0,0,8,6,3,4,0,0,1,0,35,78.5714
test_1811,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,1,0,0,12,70.8333
test_1999,1,1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,1,1,1,0,20,60.0000
test_1806,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,1,4,3,1,0,36,63.8889
test_1912,1,0,0,0,0,1,0,0,0,0,0,0,5,3,3,1,0,2,0,0,21,73.8095
test_1890,0,0,0,0,0,0,0,0,0,0,0,0,5,6,2,0,0,0,0,0,15,93.3333
test_1870,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,3,0,2,0,0,15,73.3333
test_1908,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,1,1,0,0,13,69.2308
test_1861,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,4,1,3,0,0,24,70.8333
test_1705,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,2,0,2,0,0,20,57.5000
test_1883,1,0,0,0,0,0,0,0,0,0,0,0,5,1,4,2,1,2,0,0,27,66.6667
test_1750,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,2,0,1,1,0,13,80.7692
test_1859,1,0,0,0,0,0,1,0,0,0,0,0,9,3,6,6,1,5,0,0,39,73.0769
test_1782,1,0,1,0,1,0,0,0,0,0,0,0,7,2,5,7,0,2,2,0,37,72.9730
test_1772,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,2,0,15,56.6667
test_1875,1,0,0,0,1,0,0,0,0,0,0,0,5,1,5,5,1,2,0,0,23,78.2609
test_1777,1,0,0,0,0,1,0,0,0,0,0,0,6,3,1,1,1,2,0,0,25,66.0000
test_1719,0,0,0,0,0,0,0,0,0,0,0,0,9,6,3,3,0,1,0,0,28,85.7143
test_1689,1,0,0,0,0,0,1,0,0,0,0,0,9,6,4,1,1,4,1,0,36,69.4444
test_1941,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,1,2,0,0,13,65.3846
test_1892,0,0,1,0,0,0,0,0,0,0,0,0,6,4,3,4,4,3,1,0,34,63.2353
test_1789,1,0,0,0,1,0,0,0,0,0,0,0,4,2,0,1,0,1,0,0,33,59.0909
test_1800,1,0,1,0,0,0,0,0,0,0,0,0,3,2,1,2,0,3,1,0,23,58.6957
test_1986,1,0,0,0,1,0,0,0,0,0,0,0,4,4,2,4,0,0,1,0,28,73.2143
test_1894,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,2,0,1,1,0,18,72.2222
test_1928,1,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,2,0,0,17,58.8235
test_1927,1,1,0,0,0,0,0,0,0,0,0,0,5,1,2,3,0,4,0,0,24,64.5833
test_1828,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,4,0,1,1,0,21,80.9524
test_1888,0,0,0,0,0,0,0,0,0,0,0,0,8,2,3,1,1,3,3,0,29,62.0690
test_1946,1,0,0,0,0,0,0,0,1,0,0,0,5,2,3,1,0,4,0,0,29,62.0690
test_1958,1,0,1,0,0,0,0,0,0,0,0,1,6,3,6,5,1,1,0,0,28,82.1429
test_1749,1,0,1,0,0,0,0,0,0,0,1,0,3,1,5,3,4,4,1,0,33,54.5455
test_1762,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1,1,2,1,0,15,63.3333
test_1920,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,2,2,3,1,0,26,63.4615
test_1773,0,0,0,0,0,0,0,0,0,0,0,0,8,3,2,2,1,1,2,0,25,72.0000
test_1843,1,1,0,0,1,0,0,0,0,0,0,0,5,1,3,2,0,3,0,0,27,64.8148
test_1732,1,0,1,0,0,0,0,0,0,0,0,0,8,3,3,5,0,2,1,0,34,73.5294
test_1671,1,0,0,0,1,0,0,0,0,0,0,0,4,1,1,2,0,5,0,0,22,56.8182
test_1678,1,1,0,0,1,0,0,0,0,0,0,0,6,2,2,1,2,3,2,0,32,56.2500
test_2006,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,1,2,3,0,21,57.1429
test_1725,1,0,0,0,0,0,0,0,1,0,0,0,6,1,2,1,0,2,2,0,27,61.1111
test_1715,1,0,1,1,0,1,0,0,0,0,0,1,5,3,5,3,0,4,1,0,37,64.8649
test_1693,1,0,0,0,0,1,0,0,0,0,0,0,5,0,1,2,0,4,1,0,21,57.1429
test_1785,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,5,2,5,1,0,36,69.4444
test_1896,1,0,0,0,1,0,0,0,0,0,0,0,7,5,3,4,1,4,1,0,38,67.1053
test_1886,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,0,1,2,0,0,21,69.0476
test_1925,1,0,0,0,1,0,0,0,0,0,0,0,4,1,1,3,0,4,1,0,21,59.5238
test_1913,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,4,0,2,3,0,27,66.6667
test_1729,1,0,0,0,1,1,0,0,0,0,0,0,10,1,6,6,1,4,1,0,42,70.2381
test_1745,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,1,3,3,0,23,54.3478
test_1775,0,0,0,0,0,0,0,0,0,0,0,0,10,3,4,3,1,2,0,0,26,82.6923
test_1862,1,1,0,0,1,0,0,0,0,0,0,0,10,1,2,3,0,4,0,0,28,71.4286
test_1916,0,0,1,0,0,0,0,0,0,0,0,0,8,6,2,1,0,2,4,0,28,69.6429
test_1969,0,0,0,0,0,0,0,0,0,0,0,0,7,2,4,4,1,3,3,0,30,66.6667
test_1681,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1,3,2,5,2,0,38,57.8947
test_1714,1,0,0,0,0,0,1,0,0,0,0,0,9,0,4,3,2,3,0,0,28,69.6429
test_1676,1,0,1,0,0,0,0,0,0,0,0,0,4,2,3,2,1,1,0,0,19,73.6842
test_1979,1,0,1,0,1,0,1,0,0,0,0,0,4,3,2,3,1,1,0,0,26,69.2308
test_1943,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,4,2,2,1,0,25,70.0000
test_1807,1,0,1,0,0,0,0,0,0,0,0,0,3,4,4,2,2,3,2,0,25,62.0000
test_1698,1,0,0,0,1,0,0,0,0,0,0,0,4,1,3,2,1,3,0,0,19,65.7895
test_1792,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,2,3,0,0,17,55.8824
test_1984,0,0,0,0,0,0,0,0,0,0,0,0,10,2,7,3,1,4,1,0,30,76.6667
test_1821,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,1,1,1,0,0,13,76.9231
test_1683,1,0,1,0,0,0,0,0,0,0,0,0,6,5,1,0,5,6,4,0,37,45.9459
test_1898,1,0,0,0,0,0,0,0,0,0,0,0,4,1,8,1,6,4,4,0,41,50.0000
test_1960,1,1,0,0,0,0,0,0,0,0,0,0,7,3,5,4,4,2,2,0,42,63.0952
test_1815,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,3,1,3,1,0,22,68.1818
test_2000,1,0,0,0,0,0,1,0,0,0,0,0,6,2,3,2,1,3,2,0,26,63.4615
test_1951,1,1,0,0,0,1,0,0,0,0,0,0,6,1,4,3,1,2,1,0,25,70.0000
test_1932,0,0,0,0,1,0,0,0,0,0,0,0,12,3,4,7,3,9,7,0,60,55.8333
test_1850,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1,2,2,1,0,25,58.0000
test_1663,1,0,0,0,1,0,1,0,0,0,0,0,7,1,4,2,0,1,0,0,27,74.0741
test_1910,0,0,1,0,0,0,0,0,0,0,0,0,2,3,1,1,0,1,0,0,12,75.0000
test_1968,1,0,0,0,0,1,0,0,0,0,0,0,8,0,7,8,2,3,0,0,41,71.9512
test_1889,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,2,1,0,0,16,65.6250
test_1966,1,1,0,0,0,0,0,0,0,0,0,0,3,4,2,1,1,1,0,0,17,73.5294
test_1834,1,1,0,0,1,1,0,0,0,0,0,0,5,4,4,3,1,0,1,0,25,78.0000
test_1837,1,0,0,0,0,1,0,0,0,0,0,0,7,1,4,2,0,2,0,0,19,81.5789
test_1769,1,1,1,1,1,0,0,0,0,0,0,0,3,4,3,3,0,3,0,0,26,69.2308
test_1978,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,2,1,1,0,0,13,65.3846
test_1758,1,0,0,0,1,0,1,0,0,0,0,0,3,1,3,4,0,1,1,0,24,68.7500
test_1702,1,0,1,0,0,1,0,0,0,0,0,0,2,3,2,1,0,2,1,0,20,62.5000
test_1839,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,2,0,1,0,0,12,87.5000
test_1942,0,0,0,0,0,0,0,0,0,0,0,0,8,1,3,0,4,4,0,0,28,57.1429
test_1878,1,0,0,0,0,1,0,0,0,0,0,0,7,2,5,5,0,3,0,0,33,74.2424
test_1853,1,1,0,0,0,0,0,0,0,0,0,0,4,0,2,2,1,2,2,0,17,58.8235
test_1717,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,4,0,2,1,0,27,79.6296
test_1686,0,0,0,0,0,0,0,0,0,0,0,0,7,2,3,6,0,4,1,0,29,72.4138
test_1692,1,0,0,0,0,1,0,0,0,0,0,0,4,2,2,1,0,2,0,0,18,69.4444
test_1696,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,3,1,4,0,0,22,63.6364
test_1801,1,1,0,0,0,1,0,0,0,0,0,0,7,1,5,5,2,4,0,0,32,68.7500
test_1962,1,0,0,0,1,0,0,0,0,0,0,0,4,1,4,4,0,2,0,0,22,75.0000
test_1812,1,0,0,0,0,0,0,0,0,0,0,0,4,3,2,1,0,5,3,0,27,53.7037
test_1829,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,1,0,2,2,0,26,76.9231
test_1937,1,0,1,0,1,1,0,0,0,0,0,0,6,8,6,6,0,4,3,0,63,65.0794
test_1971,0,0,0,0,0,0,0,0,0,0,0,0,11,3,1,0,0,0,0,0,29,75.8621
test_1667,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,2,1,6,1,0,36,55.5556
test_1854,1,0,0,0,1,0,0,0,0,0,0,0,4,1,4,4,1,1,2,0,21,71.4286
test_1865,1,0,0,0,0,1,0,0,0,0,0,0,8,0,2,1,0,3,0,0,21,69.0476
test_1720,0,0,1,0,0,0,0,0,0,0,0,0,4,4,2,1,0,0,0,0,16,84.3750
test_1961,0,0,0,0,0,0,0,0,0,0,0,0,9,4,6,3,2,5,1,0,45,65.5556
test_1972,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,2,3,0,0,17,52.9412
test_1846,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,3,0,3,1,0,26,65.3846
test_1842,1,0,0,0,0,0,0,0,0,0,0,0,11,4,1,7,1,5,2,0,45,66.6667
test_1734,0,0,0,0,0,0,0,0,0,0,0,0,5,6,1,3,0,3,0,0,22,77.2727
test_1947,1,0,0,0,0,1,0,0,0,0,0,0,5,0,3,3,0,2,1,0,20,70.0000
test_1988,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,2,1,1,0,0,19,73.6842
test_1746,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,1,2,2,1,0,15,60.0000
test_1722,1,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,1,3,1,0,22,61.3636
test_2003,1,0,1,0,0,1,0,0,0,0,0,0,4,2,2,3,0,2,0,0,20,72.5000
test_1781,1,1,0,0,0,0,0,0,0,0,0,0,2,2,3,2,2,1,1,0,19,63.1579
test_1879,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,3,2,0,15,33.3333
test_1760,1,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,3,1,1,0,18,55.5556
test_1957,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,1,0,0,13,69.2308
test_1940,0,0,0,0,0,0,0,0,0,0,0,0,7,3,2,3,4,3,1,0,32,60.9375
test_1708,1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,2,1,5,0,0,31,48.3871
test_1987,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,0,2,2,0,21,64.2857
test_1768,0,0,0,0,0,0,0,0,0,0,0,0,6,2,5,4,1,3,1,0,27,72.2222
test_1767,1,1,0,0,0,0,0,0,0,0,0,0,3,2,1,4,1,2,2,0,24,60.4167
test_1933,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1,1,2,3,3,0,31,61.2903
test_1900,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,3,3,4,0,29,48.2759
test_1985,0,0,0,0,0,0,0,0,0,0,0,0,9,3,2,1,1,4,2,0,30,63.3333
test_1757,0,0,0,0,0,0,0,0,0,0,0,0,8,1,3,0,0,2,2,0,25,66.0000
test_1998,1,0,0,0,0,0,0,0,0,0,0,0,5,1,3,1,4,3,0,0,26,55.7692
test_1824,1,1,0,1,1,0,1,0,0,0,0,0,4,7,3,6,1,1,0,0,42,71.4286
test_1831,1,0,0,0,1,1,1,0,0,0,0,0,7,1,2,2,0,2,2,0,29,63.7931
test_1763,1,0,0,0,1,0,1,0,0,0,0,0,8,0,3,6,0,2,2,0,27,74.0741
test_1952,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,1,2,4,0,0,26,61.5385
test_1934,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,4,1,0,4,0,25,70.0000
test_1788,1,1,0,0,1,0,0,0,0,0,0,0,5,3,3,4,2,3,0,0,30,66.6667
test_1868,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,4,6,4,0,0,33,57.5758
test_1855,1,0,0,0,0,0,0,0,0,0,0,0,9,4,5,0,1,1,4,0,34,67.6471
test_1856,1,0,0,0,0,1,0,0,0,0,0,0,7,2,4,5,0,2,1,0,30,75.0000
test_1830,1,0,0,0,1,1,0,0,0,0,0,0,3,1,1,3,0,2,1,0,23,60.8696
test_2007,1,0,0,0,1,0,0,0,0,0,0,0,3,0,2,2,0,3,1,0,18,58.3333
test_1710,1,0,0,0,1,1,0,0,0,0,0,0,3,6,1,1,2,3,0,0,26,61.5385
test_1703,1,0,0,0,1,0,0,0,0,0,0,0,2,1,2,1,0,1,0,0,16,65.6250
test_2005,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,2,2,2,1,0,16,62.5000
test_1716,1,0,0,1,0,0,0,0,0,0,0,0,13,1,4,6,2,10,3,0,52,58.6538
test_1748,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,1,1,0,11,72.7273
test_1881,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,3,1,2,2,0,23,69.5652
test_1660,1,1,0,0,0,0,0,0,0,0,0,0,4,3,3,1,0,2,0,0,21,71.4286
test_1808,1,0,0,0,0,0,0,0,1,0,0,0,5,1,3,4,0,1,1,0,22,75.0000
test_1882,1,0,0,0,0,0,1,0,0,0,0,0,4,0,1,2,0,5,3,0,23,47.8261
test_1848,1,0,0,0,0,1,0,0,0,0,0,0,9,2,3,1,0,3,0,0,25,74.0000
test_1774,1,0,1,0,0,1,0,0,0,0,0,0,8,2,3,3,1,4,1,0,37,63.5135
test_1833,1,0,0,0,1,0,0,0,0,0,0,0,7,1,4,2,2,2,0,0,33,65.1515
test_1939,1,0,0,0,0,0,0,0,0,0,0,0,2,4,1,3,0,2,2,0,20,65.0000
test_1691,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,3,2,2,0,0,24,72.9167
test_1858,1,1,0,0,1,0,0,0,0,0,0,0,4,0,2,4,0,2,1,0,20,67.5000
test_1780,1,0,1,0,0,0,0,0,0,0,0,0,7,0,2,1,0,2,0,0,23,67.3913
test_1954,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,1,4,4,0,0,27,55.5556
test_1677,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,2,1,1,0,18,61.1111
test_1906,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,2,1,0,0,23,65.2174
test_1917,1,0,0,0,0,1,0,0,0,0,0,0,5,3,2,2,0,3,0,0,19,73.6842
test_1989,1,0,1,0,0,0,0,0,0,0,0,0,7,3,5,3,2,3,1,0,35,67.1429
test_1736,1,1,0,0,0,0,0,1,0,0,0,0,2,0,1,1,1,1,0,0,10,60.0000
test_2001,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,2,2,3,1,0,24,62.5000
test_1795,0,0,0,0,0,0,0,0,0,0,0,0,9,2,3,4,2,4,1,0,42,63.0952
test_1849,1,0,0,0,1,0,0,0,0,1,0,0,4,0,3,4,2,3,0,0,26,61.5385
test_1822,1,0,1,0,0,1,1,0,0,0,0,0,7,1,2,3,2,3,1,0,27,62.9630
test_1994,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,3,3,0,0,21,45.2381
test_1995,1,1,0,0,0,0,0,0,0,0,0,0,3,1,2,2,1,6,1,0,31,50.0000
test_1743,0,0,0,0,0,0,0,0,0,0,0,0,12,6,6,2,3,3,3,0,46,68.4783
test_2008,1,0,0,0,0,1,0,0,0,0,0,0,7,1,3,2,0,8,1,0,29,56.8966
test_1982,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,2,3,1,0,21,54.7619
test_1756,1,1,0,0,0,1,0,0,0,0,0,0,4,0,3,3,0,3,1,0,28,60.7143
test_1730,1,0,0,0,1,0,0,0,0,0,0,0,5,4,4,4,1,3,1,0,36,66.6667
test_1909,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,1,1,2,0,0,20,75.0000
test_1976,1,1,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,2,1,0,20,57.5000
test_1923,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,3,0,5,1,0,32,71.8750
test_1804,1,0,1,0,1,1,0,0,0,0,0,0,4,2,2,3,1,3,1,0,25,62.0000
test_1911,1,1,0,0,0,0,0,0,0,0,0,0,7,0,4,2,2,4,3,0,33,56.0606
train_151,1,1,0,0,1,0,0,0,0,0,0,0,4,0,2,3,0,2,1,0,20,65.0000
train_515,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,3,0,4,2,0,29,67.2414
train_21,1,1,0,0,0,0,0,0,0,0,0,0,4,0,3,3,1,2,0,0,17,70.5882
train_58,1,0,0,0,1,0,0,0,0,0,0,0,6,1,4,2,1,5,1,0,28,60.7143
train_393,1,0,0,0,0,1,0,0,0,0,0,0,2,1,4,2,0,3,0,0,19,65.7895
train_666,1,0,0,1,1,0,0,0,0,0,0,0,6,1,4,2,1,6,1,0,34,57.3529
train_258,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,3,0,2,2,0,21,64.2857
train_152,1,0,0,0,0,1,1,0,0,0,0,0,2,3,2,2,0,2,0,0,30,61.6667
train_1133,1,1,0,0,0,1,0,0,0,0,0,0,2,3,3,1,2,4,2,0,31,51.6129
train_83,1,1,0,0,0,0,1,0,0,0,0,0,3,2,4,2,0,3,2,0,24,62.5000
train_855,1,0,0,1,0,0,1,0,0,0,0,0,3,5,2,0,0,0,5,0,22,61.3636
train_1087,1,0,0,0,0,0,0,0,0,0,0,0,7,2,2,4,1,1,0,0,30,71.6667
train_370,1,0,0,0,0,0,0,1,0,0,0,0,5,1,2,3,2,2,0,0,20,67.5000
train_177,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,1,1,0,0,14,64.2857
train_731,1,0,0,1,0,1,1,0,0,0,0,0,4,1,4,1,0,4,2,0,27,57.4074
train_309,1,1,0,0,1,0,0,0,1,0,0,0,6,2,3,3,1,0,2,0,27,70.3704
train_51,1,0,0,0,0,0,0,0,0,0,0,0,3,1,4,2,0,2,1,0,21,66.6667
train_467,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,2,4,0,0,24,54.1667
train_1100,1,0,0,1,1,1,0,0,0,1,0,0,2,0,3,3,1,2,0,0,29,58.6207
train_1368,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,1,2,3,0,0,23,63.0435
train_64,1,0,0,0,1,1,0,0,0,0,0,0,3,3,3,1,0,1,2,0,26,63.4615
train_788,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,2,4,5,0,28,44.6429
train_60,1,1,0,0,1,0,0,0,0,0,0,0,6,0,6,5,2,4,0,0,38,64.4737
train_1460,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,3,1,1,3,0,25,66.0000
train_734,1,0,0,0,0,0,1,0,0,0,0,0,5,2,4,4,1,2,0,0,24,75.0000
train_631,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,3,5,1,0,21,40.4762
train_52,1,1,0,0,0,0,0,0,0,0,0,0,10,2,7,6,3,4,0,0,42,71.4286
train_882,1,0,0,0,0,1,0,0,0,0,0,0,5,2,4,1,1,1,0,0,24,70.8333
train_471,0,0,1,0,0,0,0,0,0,0,0,0,6,3,3,4,1,2,0,0,22,79.5455
